Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page
925,Jharkhand,Hazaribag,360,Urad,Rabi,15 Oct. to 15 Nov.,15 Jan to 15 Feb,15.0,10.0,15.0,11.0,15.0,1.0,15.0,2.0,21
926,Jharkhand,Hazaribag,360,Urad,Summer,15 Feb to 15 Mar,15 May to 15 Jun,15.0,2.0,15.0,3.0,15.0,5.0,15.0,6.0,21
927,Jharkhand,Hazaribag,360,Kulthi,Kharif,15 Jul to 15 Aug,15 Oct to 15 Nov.,15.0,7.0,15.0,8.0,15.0,10.0,15.0,11.0,21
928,Jharkhand,Hazaribag,360,Green,Rabi,15 Oct. to 15 Nov.,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
929,Jharkhand,Hazaribag,360,Lentil,Rabi,15 Oct. to 15 Nov.,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
930,Jharkhand,Hazaribag,360,Peas,Rabi,15 Oct. to 15 Nov.,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
931,Jharkhand,Hazaribag,360,Moong,Kharif,15 Jun to 15 Jul,15 Aug. to 30 Sept.,15.0,6.0,15.0,7.0,15.0,8.0,30.0,9.0,21
932,Jharkhand,Hazaribag,360,Moong,Summer,15 Feb to 15 Mar,30 Apr to 30 May,15.0,2.0,15.0,3.0,30.0,4.0,30.0,5.0,21
933,Jharkhand,Hazaribag,360,Ground nut,Kharif,15 Jun to 31 Jul,15 Sept. to 15 Oct.,15.0,6.0,31.0,7.0,15.0,9.0,15.0,10.0,21
934,Jharkhand,Hazaribag,360,Til,Kharif,15 Jun to 15 Jul,1 Oct. to 31 Oct,15.0,6.0,15.0,7.0,1.0,10.0,31.0,10.0,21
935,Jharkhand,Hazaribag,360,Mustard,Rabi,15 Oct. to 15 Nov.,15 Feb. to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
936,Jharkhand,Hazaribag,360,Linseed,Rabi,15 Oct. to 15 Nov.,15 Feb. to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
937,Jharkhand,Hazaribag,360,Other oilseed:,Kharif,15 Jun to 15 Jul,15 Oct. to 15 Nov.,15.0,6.0,15.0,7.0,15.0,10.0,15.0,11.0,21
938,Jharkhand,Hazaribag,360,Soybean,Kharif,15 Jun to 15 Jul,15 Oct. to 15 Nov.,15.0,6.0,15.0,7.0,15.0,10.0,15.0,11.0,21
939,Jharkhand,Hazaribag,360,Sugarcane,Autumn,15 Sept. to 15 Oct.,15 Jul to 15 Aug.,15.0,9.0,15.0,10.0,15.0,7.0,15.0,8.0,21
940,Jharkhand,Hazaribag,360,,Spring,15 Feb to 15 Mar,15 Jan. to 15 Feb,15.0,2.0,15.0,3.0,15.0,1.0,15.0,2.0,21
941,Jharkhand,Khunti,365,Rice,Kharif,15 Jun to 31 Jul,15 Oct to 15 Dec,15.0,6.0,31.0,7.0,15.0,10.0,15.0,12.0,21
942,Jharkhand,Khunti,365,Wheat,Rabi,15 Nov to 15 Dec,15 Mar to 15 Apr,15.0,11.0,15.0,12.0,15.0,3.0,15.0,4.0,21
943,Jharkhand,Khunti,365,Maize,Kharif,15 May to 30 Jun,15 Aug to 15 Oct,15.0,5.0,30.0,6.0,15.0,8.0,15.0,10.0,21
944,Jharkhand,Khunti,365,Ragi,Kharif,1 Jun to 30 Jun,1 Oct to 30 Oct,1.0,6.0,30.0,6.0,1.0,10.0,30.0,10.0,21
945,Jharkhand,Khunti,365,Arhar,Kharif,15 Jun to 15 Jul,15 Feb to 15 Mar,15.0,6.0,15.0,7.0,15.0,2.0,15.0,3.0,21
946,Jharkhand,Khunti,365,Urad,Kharif,15 Jun to 15 Jul,15 Sep to 15 Oct,15.0,6.0,15.0,7.0,15.0,9.0,15.0,10.0,21
947,Jharkhand,Khunti,365,Urad,Rabi,1 Feb to 28 Feb,1 May to 30 May,1.0,2.0,28.0,2.0,1.0,5.0,30.0,5.0,21
948,Jharkhand,Khunti,365,Kulthi,Kharif,15Aug to 15 Sep,1 Nov to 30 Nov,15.0,8.0,15.0,9.0,1.0,11.0,30.0,11.0,21
949,Jharkhand,Khunti,365,Gram,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
950,Jharkhand,Khunti,365,Lentil,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
951,Jharkhand,Khunti,365,Peas,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
952,Jharkhand,Khunti,365,Moong,Kharif,15 Jun to 15 Jul,1 Sep to 30 Sept,15.0,6.0,15.0,7.0,1.0,9.0,30.0,9.0,21
953,Jharkhand,Khunti,365,Moong,Summer,15 Feb to 15 Mar,1 May to 30 May,15.0,2.0,15.0,3.0,1.0,5.0,30.0,5.0,21
954,Jharkhand,Khunti,365,Ground Nut,Kharif,15 Jun to 15 Jul,15 Oct to 15 Nov,15.0,6.0,15.0,7.0,15.0,10.0,15.0,11.0,21
955,Jharkhand,Khunti,365,Till,Kharif,15 Jun to 15 Jul,15 Sep 15 Oct,15.0,6.0,15.0,7.0,15.0,9.0,,,21
956,Jharkhand,Khunti,365,Till,Summer,1 Feb to 28 Feb,1 May to 30 May,1.0,2.0,28.0,2.0,1.0,5.0,30.0,5.0,21
957,Jharkhand,Khunti,365,Mustard,Rabi,15 Oct to 15 Nov,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,21
958,Jharkhand,Khunti,365,Linseed Rabi,Rabi,15 Oct to 15 Nov,15 Feb to 31 Mar,15.0,10.0,15.0,11.0,15.0,2.0,31.0,3.0,21
959,Jharkhand,Khunti,365,Sugarcane,Autumn,15 Oct to 15 Nov,1 Dec to 31 Jan,15.0,10.0,15.0,11.0,1.0,12.0,31.0,1.0,21
960,Jharkhand,Koderma,348,Rice,Kharif,15 Jun to 15 Aug,1Nov to 15 Dec,15.0,6.0,15.0,8.0,1.0,11.0,15.0,12.0,21
961,Jharkhand,Koderma,348,Wheat,Rabi,15 Oct to 15 Dec,15 Mar to 30 Apr,15.0,10.0,15.0,12.0,15.0,3.0,30.0,4.0,21
962,Jharkhand,Koderma,348,Maize,Kharif,1 Jun to 30 Jun,1 Sep to 30 Sep,1.0,6.0,30.0,6.0,1.0,9.0,30.0,9.0,21
963,Jharkhand,Koderma,348,Maize,Summer,15 Feb to 15 Mar,1 May to 30 May,15.0,2.0,15.0,3.0,1.0,5.0,30.0,5.0,21
964,Jharkhand,Koderma,348,Ragi,Kharif,15 Jun to 31 Jul,1 Nov to 30 Nov,15.0,6.0,31.0,7.0,1.0,11.0,30.0,11.0,21
965,Jharkhand,Koderma,348,Arhar,Kharif,15 Jun to 15 Jul,15 Mar to 15 Apr,15.0,6.0,15.0,7.0,15.0,3.0,15.0,4.0,21
966,Jharkhand,Koderma,348,Urad,Kharif,15 Jun to 15 Jul,1 Oct to 31 Oct,15.0,6.0,15.0,7.0,1.0,10.0,31.0,10.0,21
967,Jharkhand,Koderma,348,Kulthi,Kharif,1 Aug to 31 Aug,15 Nov to 30 Nov,1.0,8.0,31.0,8.0,15.0,11.0,30.0,11.0,21
968,Jharkhand,Koderma,348,Gram,Rabi,15 Oct to 30 Nov,15 Mar to 15 Apr,15.0,10.0,30.0,11.0,15.0,3.0,15.0,4.0,21
969,Jharkhand,Koderma,348,Lentil,Rabi,15 Oct to 30 Nov,15 Mar to 15 Apr,15.0,10.0,30.0,11.0,15.0,3.0,15.0,4.0,21
970,Jharkhand,Koderma,348,Pea,Rabi,15 Oct to 30 Nov,15 Mar to 15 Apr,15.0,10.0,30.0,11.0,15.0,3.0,15.0,4.0,21
971,Jharkhand,Koderma,348,Moong,Kharif,15 Jun to 15 Jul,15 Aug to 30 Sep,15.0,6.0,15.0,7.0,15.0,8.0,30.0,9.0,21
972,Jharkhand,Koderma,348,Moong,Summer,15 Feb to 15 Mar,15 May to 15 Jun,15.0,2.0,15.0,3.0,15.0,5.0,15.0,6.0,22
973,Jharkhand,Koderma,348,Ground nut,Kharif,1 Jun to 15 Jul,1 Nov to 30 Nov,1.0,6.0,15.0,7.0,1.0,11.0,30.0,11.0,22
974,Jharkhand,Koderma,348,Til,Kharif,15 Jun to 30 Jul,1 Oct to 15 Nov,15.0,6.0,30.0,7.0,1.0,10.0,15.0,11.0,22
975,Jharkhand,Koderma,348,Mustard/Toria,Rabi,15 Oct to 15Nov,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,22
976,Jharkhand,Koderma,348,Linseed,Rabi,15 Oct to 15Nov,15 Feb to 15 Mar,15.0,10.0,15.0,11.0,15.0,2.0,15.0,3.0,22
977,Jharkhand,Koderma,348,Sugarcane,Spring,15 Feb to 31 Mar,15 Jan to 28 Feb,15.0,2.0,31.0,3.0,15.0,1.0,28.0,2.0,22
978,Jharkhand,Latehar,359,Rice,Kharif,15 Jun to 31 Jul,1 Nov to 15 Dec,15.0,6.0,31.0,7.0,1.0,11.0,15.0,12.0,22
979,Jharkhand,Latehar,359,,Summer,15 Feb to 15Mar,1Jun to 30 Jun,15.0,2.0,15.0,3.0,1.0,6.0,30.0,6.0,22
980,Jharkhand,Latehar,359,Wheat,Rabi,15 Nov to 15 Dec,1 Mar to 31 Mar,15.0,11.0,15.0,12.0,1.0,3.0,31.0,3.0,22
981,Jharkhand,Latehar,359,Maize,Kharif,15 Jun to 15 Jul,1 Oct to 31Oct,15.0,6.0,15.0,7.0,1.0,10.0,31.0,10.0,22
