Sl_No,State,District,District_Code,Crop,Season,Sowing_Period,Harvesting_Period,Sow_From_Day,Sow_From_Mon,Sow_To_Day,Sow_To_Mon,Harv_From_Day,Harv_From_Mon,Harv_To_Day,Harv_To_Mon,PDF_Page,Selector_Crop_Category
229,Bihar,Gopalganj,217,Mustard,Rabi,1st Oct.-1st Nov,1st Feb - 1st Mar,1,10,1,11,1,2,1,3,5,RAPESEEDANDMUSTARD
230,Bihar,Gopalganj,217,Linseed,Rabi,1st Oct -15th Nov,1st - 15th Mar,1,10,15,11,1,3,15,3,5,LINSEED
231,Bihar,Gopalganj,217,Sugarcane,Autumn,1st Oct. -15th Nov,1st Oct – 15th Mar,1,10,15,11,1,10,15,3,6,SUGARCANE
232,Bihar,Gopalganj,217,Sugarcane,Spring,1st Feb -1st Mar,,1,2,1,3,0,0,0,0,6,SUGARCANE
233,Bihar,Jehanabad,239,Rice,Kharif,1st June - 31st July,15th Oct. – 15th Dec,1,6,31,7,15,10,15,12,6,RICE
234,Bihar,Jehanabad,239,Wheat,Rabi,15th Nov – 15th Dec,15th Mar – 15th Apr,15,11,15,12,15,3,15,4,6,WHEAT
235,Bihar,Jehanabad,239,Barley,Rabi,15th Oct - 30th Nov,15th Mar- 15th Apr,15,10,30,11,15,3,15,4,6,BARLEY
236,Bihar,Jehanabad,239,Maize,Kharif,30th May – 15th June,1st -31st Sep,30,5,15,6,1,9,31,9,6,MAIZE
237,Bihar,Jehanabad,239,Maize,Rabi,30th Oct – 15th Nov,1st – 30th Apr,30,10,15,11,1,4,30,4,6,MAIZE
238,Bihar,Jehanabad,239,Maize,Summer,15th Feb– 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,6,MAIZE
239,Bihar,Jehanabad,239,Arhar,Kharif,15th June – 31st July,1st – 30th Apr,15,6,31,7,1,4,30,4,6,PIGEONPEA
240,Bihar,Jehanabad,239,Urad,Kharif,15th - 31st July,1st – 15th Oct,15,7,31,7,1,10,15,10,6,MINORPULSES
241,Bihar,Jehanabad,239,Gram,Rabi,15th Oct -30th Nov (Normal),15th Mar – 15th Apr,15,10,30,11,15,3,15,4,6,CHICKPEA
242,Bihar,Jehanabad,239,Gram,,1-15 Dec (Late),,1,12,15,12,0,0,0,0,6,CHICKPEA
243,Bihar,Jehanabad,239,Lentil,Rabi,15th Oct – 30th Nov,15th – 31st Mar,15,10,30,11,15,3,31,3,6,MINORPULSES
245,Bihar,Jehanabad,239,Moong,Summer,15th Mar - 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,6,MINORPULSES
247,Bihar,Jehanabad,239,Til,Kharif,15th June - 15th July,15th – 30th Sep,15,6,15,7,15,9,30,9,6,SESAMUM
248,Bihar,Jehanabad,239,Til,Summer,15th Feb.-15th Mar,15th -31st May,15,2,15,3,15,5,31,5,6,SESAMUM
249,Bihar,Jehanabad,239,Mustard,Rabi,15th -31st Oct,15th Feb - 15th Mar,15,10,31,10,15,2,15,3,6,RAPESEEDANDMUSTARD
250,Bihar,Jehanabad,239,Linseed,Rabi,15th Oct - 30th Nov,15th - 31st Mar,15,10,30,11,15,3,31,3,6,LINSEED
251,Bihar,Jamui,238,Rice,Kharif,15th June - 15th Aug,15th Oct – 15th Dec,15,6,15,8,15,10,15,12,6,RICE
252,Bihar,Jamui,238,Wheat,Rabi,15th Nov – 15th Dec,15th Mar – 15th Apr,15,11,15,12,15,3,15,4,6,WHEAT
253,Bihar,Jamui,238,Barley,Rabi,15th Oct - 30th Nov,1st Mar - 15th Apr,15,10,30,11,1,3,15,4,6,BARLEY
254,Bihar,Jamui,238,Maize,Kharif,15th May – 15th June,1st -31st Sep,15,5,15,6,1,9,31,9,6,MAIZE
255,Bihar,Jamui,238,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,6,MAIZE
256,Bihar,Jamui,238,Maize,Summer,15th Feb – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,6,MAIZE
257,Bihar,Jamui,238,Arhar,Kharif,1st – 31st July,1st – 30th Apr,1,7,31,7,1,4,30,4,6,PIGEONPEA
258,Bihar,Jamui,238,Urad,Kharif,15th - 31st July,1st – 30th Oct.,15,7,31,7,1,10,30,10,6,MINORPULSES
260,Bihar,Jamui,238,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar – 15th Apr,15,10,30,11,15,3,15,4,6,CHICKPEA
261,Bihar,Jamui,238,Gram,,1-15 Dec (Late),,1,12,15,12,0,0,0,0,6,CHICKPEA
262,Bihar,Jamui,238,Lentil,Rabi,15th Oct. – 30th Nov.,15th – 31st Mar,15,10,30,11,15,3,31,3,6,MINORPULSES
264,Bihar,Jamui,238,Moong,Summer,15th Mar. - 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,6,MINORPULSES
266,Bihar,Jamui,238,Til,Kharif,15th June - 15th July,15th – 30th Sep,15,6,15,7,15,9,30,9,6,SESAMUM
267,Bihar,Jamui,238,Til,Summer,15th Feb.-15th Mar,15th -31st May,15,2,15,3,15,5,31,5,6,SESAMUM
268,Bihar,Jamui,238,Mustard,Rabi,15th -31st Oct.,15th Feb- 15th Mar,15,10,31,10,15,2,15,3,6,RAPESEEDANDMUSTARD
269,Bihar,Jamui,238,Linseed,Rabi,15th Oct.- 30th Nov,15th - 31st March,15,10,30,11,15,3,31,3,6,LINSEED
270,Bihar,Jamui,238,Sugarcane,Autumn,15th Oct. – 30th Nov,15th Oct – 31st Mar,15,10,30,11,15,10,31,3,6,SUGARCANE
271,Bihar,Jamui,238,Sugarcane,Spring,15th Feb – 15th Mar,,15,2,15,3,0,0,0,0,6,SUGARCANE
272,Bihar,Kaimur,233,Rice,Kharif,15th June - 15th Aug,15th Oct – 15th Dec,15,6,15,8,15,10,15,12,6,RICE
273,Bihar,Kaimur,233,Wheat,Rabi,15th Nov. – 15th Dec,15th Mar. – 15th Apr,15,11,15,12,15,3,15,4,6,WHEAT
274,Bihar,Kaimur,233,Barley,Rabi,15th Oct. - 30th Nov,15th Mar- 15th Apr,15,10,30,11,15,3,15,4,6,BARLEY
275,Bihar,Kaimur,233,Maize,Kharif,15th May – 15th June,1st -31st Sept,15,5,15,6,1,9,31,9,6,MAIZE
276,Bihar,Kaimur,233,Maize,Rabi,15th Oct. – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,6,MAIZE
277,Bihar,Kaimur,233,Maize,Summer,15th Feb. – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,7,MAIZE
278,Bihar,Kaimur,233,Arhar,Kharif,15th June – 31st July,1st – 30th Apr,15,6,31,7,1,4,30,4,7,PIGEONPEA
279,Bihar,Kaimur,233,Urad,Kharif,15th - 31st July,1st – 15th Oct,15,7,31,7,1,10,15,10,7,MINORPULSES
280,Bihar,Kaimur,233,Gram,Rabi,15th Oct.-30th Nov. (Normal),15th Mar – 15th Apr,15,10,30,11,15,3,15,4,7,CHICKPEA
281,Bihar,Kaimur,233,Gram,,1-15 Dec (Late),,1,12,15,12,0,0,0,0,7,CHICKPEA
282,Bihar,Kaimur,233,Lentil,Rabi,15th Oct – 30th Nov,15th – 31st Mar,15,10,30,11,15,3,31,3,7,MINORPULSES
284,Bihar,Kaimur,233,Moong,Summer,15th Mar - 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,7,MINORPULSES
285,Bihar,Kaimur,233,Til,Kharif,15th June - 15th July,15th – 30th Sep.,15,6,15,7,15,9,30,9,7,SESAMUM
286,Bihar,Kaimur,233,Til,Summer,15th Feb-15th Mar,15th -31st May,15,2,15,3,15,5,31,5,7,SESAMUM
287,Bihar,Kaimur,233,Mustard,Rabi,15th -31st Oct,15th Feb.- 15th Mar,15,10,31,10,15,2,15,3,7,RAPESEEDANDMUSTARD
288,Bihar,Kaimur,233,Linseed,Rabi,15th Oct - 30th Nov,15th - 31st Mar,15,10,30,11,15,3,31,3,7,LINSEED
289,Bihar,Katihar,212,Rice,Kharif,15th June - 15th Aug,15th Oct – 15th Dec,15,6,15,8,15,10,15,12,7,RICE
290,Bihar,Katihar,212,Rice,Rabi (Boro),15th Oct– 15th Nov,15th Apr– 15th May,15,10,15,11,15,4,15,5,7,RICE
291,Bihar,Katihar,212,Wheat,Rabi,15th Nov- 15th Dec,15th Mar - 15th Apr,15,11,15,12,15,3,15,4,7,WHEAT
292,Bihar,Katihar,212,Maize,Kharif,1st May – 15th June,1st -31st Sep,1,5,15,6,1,9,31,9,7,MAIZE
293,Bihar,Katihar,212,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,7,MAIZE
294,Bihar,Katihar,212,Maize,Summer,15th Feb – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,7,MAIZE
295,Bihar,Katihar,212,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr,1,7,31,7,15,3,30,4,7,PIGEONPEA
296,Bihar,Katihar,212,Urad,Kharif,15th - 31st July,1st – 15th Oct.,15,7,31,7,1,10,15,10,7,MINORPULSES
298,Bihar,Katihar,212,Lentil,Rabi,15th Oct – 30th Nov,15th – 31st Mar,15,10,30,11,15,3,31,3,7,MINORPULSES
300,Bihar,Katihar,212,Moong,Summer,15th Mar - 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,7,MINORPULSES
302,Bihar,Katihar,212,Til,Kharif,15th June - 15th July,15th – 30th Sep,15,6,15,7,15,9,30,9,7,SESAMUM
303,Bihar,Katihar,212,Til,Summer,15th Feb -15th Mar,15th -31st May,15,2,15,3,15,5,31,5,7,SESAMUM
304,Bihar,Katihar,212,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar,15,10,31,10,15,2,15,3,7,RAPESEEDANDMUSTARD
305,Bihar,Katihar,212,Linseed,Rabi,15th Oct - 30th Nov,15th - 31st Mar,15,10,30,11,15,3,31,3,7,LINSEED
306,Bihar,Katihar,212,Sunflower,Rabi,15th Oct. – 15th Nov,15th – 28th Feb,15,10,15,11,15,2,28,2,7,SUNFLOWER
309,Bihar,Kishanganj,210,Rice,Kharif,15th June - 15th Aug,15th Oct – 15th Dec,15,6,15,8,15,10,15,12,7,RICE
310,Bihar,Kishanganj,210,Rice,Rabi (Boro),15th Oct– 15th Nov,15th Apr– 15th May,15,10,15,11,15,4,15,5,7,RICE
311,Bihar,Kishanganj,210,Wheat,Rabi,15th Nov- 15th Dec,15th Mar - 15th Apr,15,11,15,12,15,3,15,4,7,WHEAT
312,Bihar,Kishanganj,210,Maize,Kharif,1st May – 15th June,1st -31st Sep,1,5,15,6,1,9,31,9,7,MAIZE
313,Bihar,Kishanganj,210,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,7,MAIZE
314,Bihar,Kishanganj,210,Maize,Summer,15th Feb – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,7,MAIZE
315,Bihar,Kishanganj,210,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr,1,7,31,7,15,3,30,4,7,PIGEONPEA
316,Bihar,Kishanganj,210,Urad,Kharif,15th - 31st July,1st – 15th Oct.,15,7,31,7,1,10,15,10,7,MINORPULSES
318,Bihar,Kishanganj,210,Lentil,Rabi,31st Oct – 30th Nov,15th – 31st Mar,31,10,30,11,15,3,31,3,7,MINORPULSES
320,Bihar,Kishanganj,210,Moong,Summer,15th Mar - 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,7,MINORPULSES
322,Bihar,Kishanganj,210,Til,Kharif,15th June - 15th July,15th – 30th Sep,15,6,15,7,15,9,30,9,7,SESAMUM
323,Bihar,Kishanganj,210,Til,Summer,15th Feb-15th Mar,15th -31st May,15,2,15,3,15,5,31,5,8,SESAMUM
324,Bihar,Kishanganj,210,Mustard,Rabi,15th -31st Oct,15th Feb- 15th Mar,15,10,31,10,15,2,15,3,8,RAPESEEDANDMUSTARD
325,Bihar,Kishanganj,210,Linseed,Rabi,15th Oct.- 30th Nov,15th - 31st Mar,15,10,30,11,15,3,31,3,8,LINSEED
327,Bihar,Khagaria,223,Rice,Kharif,15th June-15th Aug,15th – 30th Nov,15,6,15,8,15,11,30,11,8,RICE
328,Bihar,Khagaria,223,Wheat,Rabi,15th Nov- 15th Dec,15th Mar - 15th Apr,15,11,15,12,15,3,15,4,8,WHEAT
329,Bihar,Khagaria,223,Maize,Kharif,1st May – 15th June,1st -31st Sep,1,5,15,6,1,9,31,9,8,MAIZE
330,Bihar,Khagaria,223,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,8,MAIZE
331,Bihar,Khagaria,223,Maize,Summer,15th Feb – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,8,MAIZE
332,Bihar,Khagaria,223,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr,1,7,31,7,15,3,30,4,8,PIGEONPEA
333,Bihar,Khagaria,223,Urad,Kharif,15th - 31st July,1st – 15th Oct.,15,7,31,7,1,10,15,10,8,MINORPULSES
335,Bihar,Khagaria,223,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar – 15th Apr,15,10,30,11,15,3,15,4,8,CHICKPEA
336,Bihar,Khagaria,223,Gram,,1-15 Dec (Late),,1,12,15,12,0,0,0,0,8,CHICKPEA
337,Bihar,Khagaria,223,Lentil,Rabi,15th Oct – 30th Nov,15th – 31st Mar,15,10,30,11,15,3,31,3,8,MINORPULSES
339,Bihar,Khagaria,223,Moong,Summer,15th Mar - 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,8,MINORPULSES
341,Bihar,Khagaria,223,Til,Kharif,15th June - 15th July,15th – 30th Sep,15,6,15,7,15,9,30,9,8,SESAMUM
342,Bihar,Khagaria,223,Til,Summer,15th Feb -15th Mar,15th -31st May,15,2,15,3,15,5,31,5,8,SESAMUM
343,Bihar,Khagaria,223,Mustard,Rabi,15th -31st Oct,15th Feb.- 15th Mar,15,10,31,10,15,2,15,3,8,RAPESEEDANDMUSTARD
344,Bihar,Khagaria,223,Linseed,Rabi,15th Oct.- 30th Nov,15th - 31st Mar,15,10,30,11,15,3,31,3,8,LINSEED
345,Bihar,Khagaria,223,Sunflower,Rabi,15th Oct. – 15th Nov,15th – 28th Feb,15,10,15,11,15,2,28,2,8,SUNFLOWER
346,Bihar,Khagaria,223,Sugarcane,Autumn,15th Oct. – 30th Nov,15th Oct – 31st Mar,15,10,30,11,15,10,31,3,8,SUGARCANE
347,Bihar,Khagaria,223,Sugarcane,Spring,15th Feb – 15th Mar,,15,2,15,3,0,0,0,0,8,SUGARCANE
348,Bihar,Lakhisarai,227,Rice,Kharif,15th June-15th Aug,15th – 30th Nov,15,6,15,8,15,11,30,11,8,RICE
349,Bihar,Lakhisarai,227,Wheat,Rabi,15th No. – 15th Dec,15th Mar– 15th Apr,15,11,15,12,15,3,15,4,8,WHEAT
350,Bihar,Lakhisarai,227,Maize,Kharif,15th May – 15th June,1st -31st Sept,15,5,15,6,1,9,31,9,8,MAIZE
351,Bihar,Lakhisarai,227,Maize,Rabi,15th Oct. – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,8,MAIZE
352,Bihar,Lakhisarai,227,Maize,Summer,15th Feb – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,8,MAIZE
353,Bihar,Lakhisarai,227,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr,1,7,31,7,15,3,30,4,8,PIGEONPEA
354,Bihar,Lakhisarai,227,Urad,Kharif,15th - 31st July,1st – 15th Oct.,15,7,31,7,1,10,15,10,8,MINORPULSES
356,Bihar,Lakhisarai,227,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar. – 15th April,15,10,30,11,15,3,15,4,8,CHICKPEA
357,Bihar,Lakhisarai,227,Gram,,1-15 Dec (Late),,1,12,15,12,0,0,0,0,8,CHICKPEA
358,Bihar,Lakhisarai,227,Lentil,Rabi,15th Oct. – 30th Nov.,15th – 31st March,15,10,30,11,15,3,31,3,8,MINORPULSES
361,Bihar,Lakhisarai,227,Til,Kharif,15th June - 15th July,15th – 30th Sep.,15,6,15,7,15,9,30,9,8,SESAMUM
362,Bihar,Lakhisarai,227,Til,Summer,15th Feb.-15th Mar.,15th -31st May,15,2,15,3,15,5,31,5,8,SESAMUM
363,Bihar,Lakhisarai,227,Mustard,Rabi,15th -31st Oct.,15th Feb.- 15th Mar,15,10,31,10,15,2,15,3,8,RAPESEEDANDMUSTARD
364,Bihar,Lakhisarai,227,Linseed,Rabi,15th Oct.- 30th Nov.,15th - 31st March,15,10,30,11,15,3,31,3,8,LINSEED
365,Bihar,Munger,226,Rice,Kharif,1st June - 15th Aug,15th Oct -15th Dec,1,6,15,8,15,10,15,12,8,RICE
366,Bihar,Munger,226,Wheat,Rabi,15th Nov – 15th Dec.,15th Mar – 15th Apr,15,11,15,12,15,3,15,4,8,WHEAT
367,Bihar,Munger,226,Maize,Kharif,15th May – 15th June,1st -31st Sept,15,5,15,6,1,9,31,9,8,MAIZE
368,Bihar,Munger,226,Maize,Rabi,15th Oct. – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,8,MAIZE
369,Bihar,Munger,226,Maize,Summer,15th Feb – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,9,MAIZE
370,Bihar,Munger,226,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr,1,7,31,7,15,3,30,4,9,PIGEONPEA
371,Bihar,Munger,226,Urad,Kharif,15th - 31st July,1st – 15th Oct,15,7,31,7,1,10,15,10,9,MINORPULSES
373,Bihar,Munger,226,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar – 15th Apr,15,10,30,11,15,3,15,4,9,CHICKPEA
374,Bihar,Munger,226,Gram,,1-15 Dec (Late),,1,12,15,12,0,0,0,0,9,CHICKPEA
375,Bihar,Munger,226,Lentil,Rabi,15th Oct– 30th Nov,15th – 31st Mar,15,10,30,11,15,3,31,3,9,MINORPULSES
377,Bihar,Munger,226,Moong,Summer,15th Mar- 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,9,MINORPULSES
378,Bihar,Munger,226,Til,Kharif,15th June - 15th July,15th – 30th Sep,15,6,15,7,15,9,30,9,9,SESAMUM
379,Bihar,Munger,226,Til,Summer,15th Feb-15th Mar,15th -31st May,15,2,15,3,15,5,31,5,9,SESAMUM
380,Bihar,Munger,226,Mustard,Rabi,15th -31st Oct.,15th Feb- 15th Mar,15,10,31,10,15,2,15,3,9,RAPESEEDANDMUSTARD
381,Bihar,Munger,226,Linseed,Rabi,15th Oct- 30th Nov,15th - 31st Mar,15,10,30,11,15,3,31,3,9,LINSEED
382,Bihar,Munger,226,Sugarcane,Autumn,15th Oct– 30th Nov,15th Oct – 31st Mar,15,10,30,11,15,10,31,3,9,SUGARCANE
383,Bihar,Munger,226,Sugarcane,Spring,15th Feb – 15th Mar,,15,2,15,3,0,0,0,0,9,SUGARCANE
384,Bihar,Madhubani,207,Rice,Kharif,15th June - 15th July,15th Oct. – 31st Dec.,15,6,15,7,15,10,31,12,9,RICE
385,Bihar,Madhubani,207,Wheat,Rabi,15th Nov – 31st Dec.,15th Mar – 30th Apr,15,11,31,12,15,3,30,4,9,WHEAT
386,Bihar,Madhubani,207,Maize,Kharif,15th May - 15th June,1st Aug -30th Sept.,15,5,15,6,1,8,30,9,9,MAIZE
387,Bihar,Madhubani,207,Maize,Rabi,1st – 30th Nov,30th Mar – 15th Apr,1,11,30,11,30,3,15,4,9,MAIZE
388,Bihar,Madhubani,207,Maize,Summer,15thFeb – 31st Mar,15th June -31st July,15,2,31,3,15,6,31,7,9,MAIZE
389,Bihar,Madhubani,207,Ragi,Kharif,1st April – 15th May,1st Aug -30th Sept,1,4,15,5,1,8,30,9,9,FINGERMILLET
390,Bihar,Madhubani,207,Arhar,Kharif,1st July – 15th Sept,1st - 15th Apr,1,7,15,9,1,4,15,4,9,PIGEONPEA
391,Bihar,Madhubani,207,Gram,Rabi,1st Oct .- 30th Nov,1st – 15th April,1,10,30,11,1,4,15,4,9,CHICKPEA
393,Bihar,Madhubani,207,Lentil,Rabi,15th Oct. – 15th Nov,15th Mar – 15th Apr,15,10,15,11,15,3,15,4,9,MINORPULSES
395,Bihar,Madhubani,207,Urad,Kharif,15th July-15th Aug,1st-31st Oct,15,7,15,8,1,10,31,10,9,MINORPULSES
396,Bihar,Madhubani,207,Urad,Rabi,15th Mar -15th Apr,1st - 31st July,15,3,15,4,1,7,31,7,9,MINORPULSES
397,Bihar,Madhubani,207,Til,Summer,15th Feb.-15th Mar,15th May - 30sth June,15,2,15,3,15,5,30,5,9,SESAMUM
398,Bihar,Madhubani,207,Mustard,Rabi,15th Oct -15th Nov,1st Feb.- 31st Mar,15,10,15,11,1,2,31,3,9,RAPESEEDANDMUSTARD
399,Bihar,Madhubani,207,Linseed,Rabi,15th Oct.- 15th Nov,1st Mar - 30th Apr,15,10,15,11,1,3,30,4,9,LINSEED
400,Bihar,Madhubani,207,Sugarcane,Autumn,15th Oct – 30th Nov,1st Nov – 31st Dec,15,10,30,11,1,11,31,12,9,SUGARCANE
401,Bihar,Madhubani,207,Sugarcane,Spring,1st – 28th Feb,1st – 31st Mar,1,2,28,2,1,3,31,3,9,SUGARCANE
402,Bihar,Madhepura,213,Rice,Kharif,15th June-15th Aug,15th – 30th Nov,15,6,15,8,15,11,30,11,9,RICE
403,Bihar,Madhepura,213,Wheat,Rabi,15th Nov- 15th Dec,15th Mar - 15th Apr,15,11,15,12,15,3,15,4,9,WHEAT
404,Bihar,Madhepura,213,Maize,Kharif,1st May – 15th June,1st -31st Sep,1,5,15,6,1,9,31,9,9,MAIZE
405,Bihar,Madhepura,213,Maize,Rabi,15th Oct – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,9,MAIZE
406,Bihar,Madhepura,213,Maize,Summer,15th Feb – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,9,MAIZE
407,Bihar,Madhepura,213,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr,1,7,31,7,15,3,30,4,9,PIGEONPEA
408,Bihar,Madhepura,213,Urad,Kharif,15th - 31st July,1st – 15th Oct.,15,7,31,7,1,10,15,10,9,MINORPULSES
410,Bihar,Madhepura,213,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Ma. – 15th Apr,15,10,30,11,15,0,15,4,9,CHICKPEA
411,Bihar,Madhepura,213,Gram,,1-15 Dec (Late),,1,12,15,12,0,0,0,0,9,CHICKPEA
412,Bihar,Madhepura,213,Lentil,Rabi,15th Oct. – 30th Nov,15th – 31st Mar,15,10,30,11,15,3,31,3,9,MINORPULSES
414,Bihar,Madhepura,213,Moong,Summer,15th Mar. - 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,9,MINORPULSES
416,Bihar,Madhepura,213,Til,Kharif,15th June - 15th July,15th – 30th Sep,15,6,15,7,15,9,30,9,10,SESAMUM
417,Bihar,Madhepura,213,Til,Summer,15th Feb.-15th Mar.,15th -31st May,15,2,15,3,15,5,31,5,10,SESAMUM
418,Bihar,Madhepura,213,Mustard,Rabi,15th -31st Oct.,15th Feb - 15th Mar,15,10,31,10,15,2,15,3,10,RAPESEEDANDMUSTARD
419,Bihar,Madhepura,213,Linseed,Rabi,15th Oct.- 30th Nov,15th - 31st Mar,15,10,30,11,15,3,31,3,10,LINSEED
420,Bihar,Madhepura,213,Sunflower,Rabi,15th Oct. – 15th Nov,15th – 28th Feb,15,10,15,11,15,2,28,2,10,SUNFLOWER
421,Bihar,Madhepura,213,Sugarcane,Autumn,15th Oct. – 30th Nov,15th Oct – 31st Mar,15,10,30,11,15,10,31,3,10,SUGARCANE
422,Bihar,Madhepura,213,Sugarcane,Spring,15th Feb – 15th Mar,,15,2,15,3,0,0,0,0,10,SUGARCANE
424,Bihar,Muzffarpur,216,Rice,Kharif,1st June- 31st July,1st Nov- 30th Dec,1,6,31,7,1,11,30,12,10,RICE
425,Bihar,Muzffarpur,216,Wheat,Rabi,15th Nov.- 30th Dec,15th Mar -30th Apr,15,11,30,12,15,3,30,4,10,WHEAT
426,Bihar,Muzffarpur,216,Maize,Kharif,15th May- 15th June,15th Aug -30th Sept,15,5,15,6,15,8,30,9,10,MAIZE
427,Bihar,Muzffarpur,216,Maize,Rabi,15th Oct- 30th Nov,15th Feb -15th March,15,10,30,11,15,2,15,3,10,MAIZE
428,Bihar,Muzffarpur,216,Maize,Summer,15th Feb. -15th Apr,15th May -15th June,15,2,15,4,15,5,15,6,10,MAIZE
430,Bihar,Muzffarpur,216,Arhar,Kharif,15th July- 15th Aug,15th Mar -15th Apr,15,7,15,8,15,3,15,4,10,PIGEONPEA
431,Bihar,Muzffarpur,216,Urad,Kharif,15th July - 15th Aug,15th Oct -31st Oct,15,7,15,8,15,10,31,10,10,MINORPULSES
432,Bihar,Muzffarpur,216,Lentil,Rabi,15th Oct.- 30 Nov,15 Mar -15Apr,15,10,30,11,15,3,15,4,10,MINORPULSES
434,Bihar,Muzffarpur,216,Moong,Summer,15th Mar – 15th Apr,15th June – 30th June,15,3,15,4,15,6,30,6,10,MINORPULSES
436,Bihar,Muzffarpur,216,Mustard,Rabi,15th Oct.-30th Nov,15th Mar -15th Apr,15,10,30,11,15,3,15,4,10,RAPESEEDANDMUSTARD
437,Bihar,Muzffarpur,216,Linseed,Rabi,15th Oct. -30th Nov,15th Mar -15th Apr,15,10,30,11,15,3,15,4,10,LINSEED
438,Bihar,Muzffarpur,216,Sugarcane,Autumn,15 Oct. -30 Nov,15th Aug – 15th Sep,15,10,30,11,15,8,15,9,10,SUGARCANE
439,Bihar,Muzffarpur,216,Sugarcane,Spring,15th Feb -15th Mar,1st Dec – 15th Jan,15,2,15,3,1,12,15,1,10,SUGARCANE
440,Bihar,Nawada,237,Rice,Kharif,15th June-15th Aug,15Oct – 30th Nov,15,6,15,8,15,10,30,11,10,RICE
441,Bihar,Nawada,237,Wheat,Rabi,15th Nov. – 15th Dec,15th Mar – 15th Apr,15,11,15,12,15,3,15,4,10,WHEAT
442,Bihar,Nawada,237,Maize,Kharif,15th May – 15th June,1st -31st Sept,15,5,15,6,1,9,31,9,10,MAIZE
443,Bihar,Nawada,237,Maize,Rabi,15th Oct. – 15th Nov,1st – 30th Apr,15,10,15,11,1,4,30,4,10,MAIZE
444,Bihar,Nawada,237,Maize,Summer,15th Feb. – 30th Apr,15th - 31st May,15,2,30,4,15,5,31,5,10,MAIZE
445,Bihar,Nawada,237,Ragi,Kharif,15th May – 15th June,1st – 31st Oct,15,5,15,6,1,10,31,10,10,FINGERMILLET
446,Bihar,Nawada,237,Arhar,Kharif,1st – 31st July,15th Mar - 30th Apr,1,7,31,7,15,3,30,4,10,PIGEONPEA
447,Bihar,Nawada,237,Urad,Kharif,15th - 31st July,1st – 15th Oct,15,7,31,7,1,10,15,10,10,MINORPULSES
449,Bihar,Nawada,237,Gram,Rabi,15th Oct.-30th Nov (Normal),15th Mar – 15th Apr,15,10,30,11,15,3,15,4,10,CHICKPEA
450,Bihar,Nawada,237,Gram,,1-15 Dec (Late),,1,12,15,12,0,0,0,0,10,CHICKPEA
451,Bihar,Nawada,237,Lentil,Rabi,15th Oct – 30th Nov,15th – 31st Mar,15,10,30,11,15,3,31,3,10,MINORPULSES
453,Bihar,Nawada,237,Moong,Summer,15th Mar. - 15th Apr,15th – 31st May,15,3,15,4,15,5,31,5,10,MINORPULSES
456,Bihar,Nawada,237,Til,Kharif:,15th June - 15th July,15th – 30th Sep,15,6,15,7,15,9,30,9,10,SESAMUM
457,Bihar,Nawada,237,Til,Summer,15th Feb.-15th Mar,15th -31st May,15,2,15,3,15,5,31,5,10,SESAMUM
